,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
3916,2016-09-21,Wednesday,21,26,43,58,26,none
3917,2016-09-22,Thursday,42,13,92,32,28,promotion
3918,2016-09-23,Friday,20,11,85,35,55,promotion
3919,2016-09-24,Saturday,5,58,61,2,90,promotion
3920,2016-09-25,Sunday,47,49,20,22,12,none
3921,2016-09-26,Monday,16,23,84,5,81,promotion
3922,2016-09-27,Tuesday,34,46,10,51,87,promotion
3923,2016-09-28,Wednesday,1,30,70,24,64,none
3924,2016-09-29,Thursday,48,11,48,1,9,none
3925,2016-09-30,Friday,16,57,63,4,99,promotion
3926,2016-10-01,Saturday,14,51,3,62,21,none
3927,2016-10-02,Sunday,10,48,96,64,57,promotion
3928,2016-10-03,Monday,43,4,12,60,65,none
3929,2016-10-04,Tuesday,11,56,114,36,94,promotion
3930,2016-10-05,Wednesday,40,33,18,39,60,none
3931,2016-10-06,Thursday,35,37,69,52,96,promotion
3932,2016-10-07,Friday,40,10,80,34,28,none
3933,2016-10-08,Saturday,49,52,58,18,39,promotion
3934,2016-10-09,Sunday,45,34,2,48,76,promotion
3935,2016-10-10,Monday,45,36,1,51,47,none
3936,2016-10-11,Tuesday,43,42,4,54,9,none
3937,2016-10-12,Wednesday,2,6,57,52,41,none
3938,2016-10-13,Thursday,9,31,67,72,35,promotion
3939,2016-10-14,Friday,1,44,71,68,9,none
3940,2016-10-15,Saturday,12,34,65,59,52,promotion
3941,2016-10-16,Sunday,27,6,67,18,30,none
3942,2016-10-17,Monday,31,29,79,47,62,promotion
3943,2016-10-18,Tuesday,44,10,119,34,88,promotion
3944,2016-10-19,Wednesday,43,38,35,66,93,promotion
3945,2016-10-20,Thursday,20,44,109,66,37,promotion
3946,2016-10-21,Friday,22,46,96,61,48,promotion
3947,2016-10-22,Saturday,48,31,61,40,86,promotion
3948,2016-10-23,Sunday,2,32,31,44,24,none
3949,2016-10-24,Monday,19,58,94,38,31,promotion
3950,2016-10-25,Tuesday,29,2,18,3,38,none
3951,2016-10-26,Wednesday,12,19,69,71,26,none
3952,2016-10-27,Thursday,40,56,65,41,45,promotion
3953,2016-10-28,Friday,10,4,68,29,5,none
3954,2016-10-29,Saturday,25,6,56,25,21,none
3955,2016-10-30,Sunday,5,18,60,20,93,none
3956,2016-10-31,Monday,27,39,102,41,26,promotion
3957,2016-11-01,Tuesday,44,28,88,16,69,promotion
3958,2016-11-02,Wednesday,22,43,4,27,80,none
3959,2016-11-03,Thursday,15,8,104,52,3,none
3960,2016-11-04,Friday,30,56,7,28,72,none
3961,2016-11-05,Saturday,2,44,74,61,49,promotion
3962,2016-11-06,Sunday,15,44,17,58,67,promotion
3963,2016-11-07,Monday,1,55,20,65,96,promotion
3964,2016-11-08,Tuesday,16,41,84,28,27,none
3965,2016-11-09,Wednesday,34,32,21,42,64,none
3966,2016-11-10,Thursday,33,58,106,33,7,promotion
3967,2016-11-11,Friday,38,55,66,73,3,promotion
3968,2016-11-12,Saturday,6,33,31,12,90,none
3969,2016-11-13,Sunday,31,34,53,52,60,promotion
3970,2016-11-14,Monday,42,42,96,72,16,promotion
3971,2016-11-15,Tuesday,48,27,40,49,28,none
3972,2016-11-16,Wednesday,10,49,28,18,28,none
3973,2016-11-17,Thursday,8,31,33,72,93,promotion
3974,2016-11-18,Friday,31,25,86,13,90,promotion
3975,2016-11-19,Saturday,22,40,110,24,65,promotion
3976,2016-11-20,Sunday,31,45,37,22,39,none
3977,2016-11-21,Monday,42,59,2,28,60,none
3978,2016-11-22,Tuesday,9,54,104,37,12,promotion
3979,2016-11-23,Wednesday,2,18,4,54,22,none
3980,2016-11-24,Thursday,46,18,43,67,7,none
3981,2016-11-25,Friday,22,45,21,11,48,none
3982,2016-11-26,Saturday,9,34,108,37,26,promotion
3983,2016-11-27,Sunday,46,57,86,41,20,promotion
3984,2016-11-28,Monday,1,6,81,60,51,none
3985,2016-11-29,Tuesday,28,47,11,73,4,none
3986,2016-11-30,Wednesday,49,7,65,40,97,promotion
3987,2016-12-01,Thursday,26,40,94,20,19,none
3988,2016-12-02,Friday,30,29,9,21,30,none
3989,2016-12-03,Saturday,8,21,105,6,65,promotion
3990,2016-12-04,Sunday,27,2,78,45,13,none
3991,2016-12-05,Monday,32,18,53,50,45,none
3992,2016-12-06,Tuesday,15,8,5,54,57,none
3993,2016-12-07,Wednesday,20,37,4,52,76,none
3994,2016-12-08,Thursday,9,22,67,4,4,none
3995,2016-12-09,Friday,40,41,3,51,46,none
3996,2016-12-10,Saturday,30,42,6,10,58,none
3997,2016-12-11,Sunday,24,42,51,34,30,none
3998,2016-12-12,Monday,14,21,54,72,27,none
3999,2016-12-13,Tuesday,41,11,42,49,9,none
4000,2016-12-14,Wednesday,2,8,10,4,66,none
4001,2016-12-15,Thursday,26,56,113,28,66,promotion
4002,2016-12-16,Friday,25,9,11,2,71,none
4003,2016-12-17,Saturday,31,50,68,31,89,promotion
4004,2016-12-18,Sunday,42,22,28,27,57,none
4005,2016-12-19,Monday,17,55,104,2,80,promotion
4006,2016-12-20,Tuesday,12,56,92,28,75,promotion
4007,2016-12-21,Wednesday,40,23,24,56,19,none
4008,2016-12-22,Thursday,8,16,34,64,87,promotion
4009,2016-12-23,Friday,39,26,85,74,42,promotion
4010,2016-12-24,Saturday,22,43,8,73,74,promotion
4011,2016-12-25,Sunday,25,34,91,54,72,promotion
4012,2016-12-26,Monday,38,36,87,32,66,promotion
4013,2016-12-27,Tuesday,44,39,8,30,70,none
4014,2016-12-28,Wednesday,37,54,112,24,10,promotion
4015,2016-12-29,Thursday,33,31,99,22,6,none
4016,2016-12-30,Friday,10,45,47,67,48,promotion
4017,2016-12-31,Saturday,41,42,112,3,53,promotion
4018,2017-01-01,Sunday,17,14,111,27,64,promotion
4019,2017-01-02,Monday,36,23,13,63,47,none
4020,2017-01-03,Tuesday,4,36,20,13,84,none
4021,2017-01-04,Wednesday,40,10,84,61,44,promotion
4022,2017-01-05,Thursday,38,45,109,58,93,promotion
4023,2017-01-06,Friday,4,28,109,31,41,promotion
4024,2017-01-07,Saturday,41,31,23,44,83,promotion
4025,2017-01-08,Sunday,36,13,67,6,76,none
4026,2017-01-09,Monday,2,15,79,15,71,none
4027,2017-01-10,Tuesday,4,35,69,22,51,none
4028,2017-01-11,Wednesday,12,35,79,30,20,none
4029,2017-01-12,Thursday,4,13,95,64,74,promotion
4030,2017-01-13,Friday,47,42,95,54,52,promotion
4031,2017-01-14,Saturday,13,49,22,14,60,none
4032,2017-01-15,Sunday,33,34,118,50,98,promotion
4033,2017-01-16,Monday,40,12,81,68,21,promotion
4034,2017-01-17,Tuesday,1,57,19,60,99,promotion
4035,2017-01-18,Wednesday,48,28,97,24,77,promotion
4036,2017-01-19,Thursday,24,55,114,26,62,promotion
4037,2017-01-20,Friday,8,23,82,33,74,promotion
4038,2017-01-21,Saturday,2,37,75,2,93,promotion
4039,2017-01-22,Sunday,35,54,10,52,68,promotion
4040,2017-01-23,Monday,14,43,59,17,81,promotion
4041,2017-01-24,Tuesday,31,56,95,5,47,promotion
4042,2017-01-25,Wednesday,22,3,5,9,14,none
4043,2017-01-26,Thursday,18,27,45,6,49,none
4044,2017-01-27,Friday,24,3,34,65,54,none
4045,2017-01-28,Saturday,36,1,98,58,64,promotion
4046,2017-01-29,Sunday,34,16,16,14,47,none
4047,2017-01-30,Monday,7,59,67,64,54,promotion
4048,2017-01-31,Tuesday,25,21,62,63,84,promotion
4049,2017-02-01,Wednesday,35,50,41,33,34,none
4050,2017-02-02,Thursday,41,44,17,53,17,none
4051,2017-02-03,Friday,39,26,78,29,41,promotion
4052,2017-02-04,Saturday,10,16,22,13,3,none
4053,2017-02-05,Sunday,25,25,76,11,62,none
4054,2017-02-06,Monday,30,4,82,40,16,none
4055,2017-02-07,Tuesday,6,9,115,20,81,promotion
4056,2017-02-08,Wednesday,49,46,112,22,54,promotion
4057,2017-02-09,Thursday,49,21,58,29,12,none
4058,2017-02-10,Friday,26,4,103,23,6,none
4059,2017-02-11,Saturday,5,48,38,32,64,none
4060,2017-02-12,Sunday,47,47,75,7,85,promotion
4061,2017-02-13,Monday,39,59,106,6,80,promotion
4062,2017-02-14,Tuesday,1,20,3,27,62,none
4063,2017-02-15,Wednesday,15,33,88,58,14,promotion
4064,2017-02-16,Thursday,10,49,71,20,28,none
4065,2017-02-17,Friday,37,46,21,44,23,none
4066,2017-02-18,Saturday,48,53,21,14,87,promotion
4067,2017-02-19,Sunday,29,59,62,15,72,promotion
4068,2017-02-20,Monday,16,7,103,12,43,none
4069,2017-02-21,Tuesday,3,17,6,73,24,none
4070,2017-02-22,Wednesday,37,51,50,38,89,promotion
4071,2017-02-23,Thursday,8,51,70,18,98,promotion
4072,2017-02-24,Friday,18,8,118,19,87,promotion
4073,2017-02-25,Saturday,32,24,81,53,5,none
4074,2017-02-26,Sunday,44,21,77,17,38,none
4075,2017-02-27,Monday,42,3,23,48,34,none
4076,2017-02-28,Tuesday,16,58,117,31,46,promotion
4077,2017-03-01,Wednesday,29,32,51,66,41,promotion
4078,2017-03-02,Thursday,43,27,80,19,37,promotion
4079,2017-03-03,Friday,32,47,40,49,22,none
4080,2017-03-04,Saturday,23,7,69,56,93,promotion
4081,2017-03-05,Sunday,24,43,40,61,41,promotion
4082,2017-03-06,Monday,5,14,18,36,61,none
4083,2017-03-07,Tuesday,1,49,49,25,91,promotion
4084,2017-03-08,Wednesday,18,59,96,72,6,promotion
4085,2017-03-09,Thursday,7,51,27,13,82,none
4086,2017-03-10,Friday,5,31,30,74,76,promotion
4087,2017-03-11,Saturday,12,39,12,21,6,none
4088,2017-03-12,Sunday,33,44,103,49,88,promotion
4089,2017-03-13,Monday,17,57,66,7,48,none
4090,2017-03-14,Tuesday,3,38,115,20,30,promotion
4091,2017-03-15,Wednesday,11,46,30,16,2,none
4092,2017-03-16,Thursday,40,49,47,18,53,promotion
4093,2017-03-17,Friday,39,34,108,63,26,promotion
4094,2017-03-18,Saturday,40,24,49,59,56,promotion
4095,2017-03-19,Sunday,1,5,103,13,37,none
4096,2017-03-20,Monday,10,9,52,51,88,promotion
4097,2017-03-21,Tuesday,12,17,4,8,91,none
4098,2017-03-22,Wednesday,45,55,82,24,3,promotion
4099,2017-03-23,Thursday,18,2,63,21,26,none
4100,2017-03-24,Friday,37,52,82,68,77,promotion
4101,2017-03-25,Saturday,42,46,5,57,59,promotion
4102,2017-03-26,Sunday,48,17,83,39,53,promotion
4103,2017-03-27,Monday,6,39,82,6,53,none
4104,2017-03-28,Tuesday,42,49,99,46,23,promotion
4105,2017-03-29,Wednesday,49,59,68,41,76,promotion
4106,2017-03-30,Thursday,39,5,30,1,98,none
4107,2017-03-31,Friday,37,52,50,46,56,promotion
4108,2017-04-01,Saturday,5,27,114,26,22,none
4109,2017-04-02,Sunday,12,45,20,46,59,none
4110,2017-04-03,Monday,40,12,47,62,34,none
4111,2017-04-04,Tuesday,30,6,83,54,56,promotion
4112,2017-04-05,Wednesday,44,53,40,36,59,promotion
4113,2017-04-06,Thursday,46,39,75,12,89,promotion
4114,2017-04-07,Friday,12,44,94,15,35,none
4115,2017-04-08,Saturday,43,31,73,36,9,none
4116,2017-04-09,Sunday,33,25,41,25,63,none
4117,2017-04-10,Monday,2,12,89,37,9,none
4118,2017-04-11,Tuesday,45,46,99,24,39,promotion
4119,2017-04-12,Wednesday,48,18,111,19,97,promotion
4120,2017-04-13,Thursday,35,38,60,22,78,promotion
4121,2017-04-14,Friday,43,6,86,14,36,none
4122,2017-04-15,Saturday,43,56,111,66,31,promotion
4123,2017-04-16,Sunday,45,27,6,45,74,none
4124,2017-04-17,Monday,11,26,69,14,21,none
4125,2017-04-18,Tuesday,43,14,37,47,81,promotion
4126,2017-04-19,Wednesday,41,21,40,65,16,none
4127,2017-04-20,Thursday,47,5,119,19,89,promotion
4128,2017-04-21,Friday,40,16,86,59,52,promotion
4129,2017-04-22,Saturday,16,58,37,41,94,promotion
4130,2017-04-23,Sunday,46,36,47,59,81,promotion
4131,2017-04-24,Monday,27,59,77,8,11,none
4132,2017-04-25,Tuesday,42,41,78,39,69,promotion
4133,2017-04-26,Wednesday,41,3,68,11,21,none
4134,2017-04-27,Thursday,45,8,46,56,89,promotion
4135,2017-04-28,Friday,49,11,41,52,88,promotion
4136,2017-04-29,Saturday,17,28,36,44,46,none
4137,2017-04-30,Sunday,44,14,106,27,30,promotion
4138,2017-05-01,Monday,29,13,104,72,44,promotion
4139,2017-05-02,Tuesday,1,36,57,31,52,none
4140,2017-05-03,Wednesday,45,12,115,47,22,promotion
4141,2017-05-04,Thursday,3,1,31,56,75,none
4142,2017-05-05,Friday,23,37,43,42,3,none
4143,2017-05-06,Saturday,25,31,82,25,70,promotion
4144,2017-05-07,Sunday,45,7,92,35,73,promotion
4145,2017-05-08,Monday,20,32,68,60,23,promotion
4146,2017-05-09,Tuesday,31,49,27,43,99,promotion
4147,2017-05-10,Wednesday,14,43,12,8,46,none
4148,2017-05-11,Thursday,8,55,43,25,97,promotion
4149,2017-05-12,Friday,20,53,76,16,44,promotion
4150,2017-05-13,Saturday,36,40,20,62,68,promotion
4151,2017-05-14,Sunday,30,2,116,44,31,promotion
4152,2017-05-15,Monday,21,18,86,40,43,promotion
4153,2017-05-16,Tuesday,9,42,4,19,45,none
4154,2017-05-17,Wednesday,11,35,101,64,34,promotion
4155,2017-05-18,Thursday,42,2,53,46,48,none
4156,2017-05-19,Friday,35,39,22,37,50,none
4157,2017-05-20,Saturday,47,17,106,61,34,promotion
4158,2017-05-21,Sunday,12,13,114,39,41,promotion
4159,2017-05-22,Monday,9,1,109,32,10,none
4160,2017-05-23,Tuesday,22,53,104,21,2,promotion
4161,2017-05-24,Wednesday,5,23,91,15,48,none
4162,2017-05-25,Thursday,48,33,110,40,21,promotion
4163,2017-05-26,Friday,8,17,94,70,7,none
4164,2017-05-27,Saturday,22,28,82,23,76,promotion
4165,2017-05-28,Sunday,23,54,14,13,36,none
4166,2017-05-29,Monday,7,35,63,66,37,promotion
4167,2017-05-30,Tuesday,20,25,66,39,2,none
4168,2017-05-31,Wednesday,44,35,119,24,44,promotion
4169,2017-06-01,Thursday,7,3,22,19,70,none
4170,2017-06-02,Friday,33,31,76,28,63,promotion
4171,2017-06-03,Saturday,38,31,85,49,84,promotion
4172,2017-06-04,Sunday,23,6,74,53,92,promotion
4173,2017-06-05,Monday,42,49,12,53,3,none
4174,2017-06-06,Tuesday,22,25,8,30,26,none
4175,2017-06-07,Wednesday,12,7,29,24,66,none
4176,2017-06-08,Thursday,44,14,16,69,66,promotion
4177,2017-06-09,Friday,4,18,102,21,14,none
4178,2017-06-10,Saturday,33,38,92,48,77,promotion
4179,2017-06-11,Sunday,30,19,22,63,56,none
4180,2017-06-12,Monday,22,20,26,6,12,none
4181,2017-06-13,Tuesday,18,3,89,48,20,none
4182,2017-06-14,Wednesday,6,57,103,3,84,promotion
4183,2017-06-15,Thursday,48,24,74,20,1,none
4184,2017-06-16,Friday,28,18,74,30,50,none
4185,2017-06-17,Saturday,2,33,34,18,44,none
4186,2017-06-18,Sunday,34,34,77,50,17,promotion
4187,2017-06-19,Monday,41,44,2,58,34,none
4188,2017-06-20,Tuesday,44,52,93,63,84,promotion
4189,2017-06-21,Wednesday,40,19,104,11,26,none
4190,2017-06-22,Thursday,44,43,110,20,68,promotion
4191,2017-06-23,Friday,38,34,37,63,67,promotion
4192,2017-06-24,Saturday,31,9,93,29,7,none
4193,2017-06-25,Sunday,19,42,36,39,52,none
4194,2017-06-26,Monday,16,13,44,17,74,none
4195,2017-06-27,Tuesday,46,46,68,41,1,promotion
4196,2017-06-28,Wednesday,41,2,29,3,80,none
4197,2017-06-29,Thursday,30,30,10,13,71,none
4198,2017-06-30,Friday,5,58,36,67,31,none
4199,2017-07-01,Saturday,49,47,7,17,20,none
4200,2017-07-02,Sunday,43,13,16,40,19,none
4201,2017-07-03,Monday,21,1,119,10,66,promotion
4202,2017-07-04,Tuesday,17,34,88,26,86,promotion
4203,2017-07-05,Wednesday,22,27,82,49,31,promotion
4204,2017-07-06,Thursday,3,44,103,51,35,promotion
4205,2017-07-07,Friday,21,40,90,47,18,promotion
4206,2017-07-08,Saturday,46,57,7,10,1,none
4207,2017-07-09,Sunday,25,31,82,63,86,promotion
4208,2017-07-10,Monday,44,24,104,8,30,promotion
4209,2017-07-11,Tuesday,21,41,86,14,51,promotion
4210,2017-07-12,Wednesday,46,23,76,27,1,none
4211,2017-07-13,Thursday,16,13,26,67,30,none
4212,2017-07-14,Friday,34,3,41,11,1,none
4213,2017-07-15,Saturday,25,26,8,56,62,none
4214,2017-07-16,Sunday,25,59,109,2,79,promotion
4215,2017-07-17,Monday,41,17,28,72,53,promotion
4216,2017-07-18,Tuesday,28,34,110,50,87,promotion
4217,2017-07-19,Wednesday,4,21,11,14,21,none
4218,2017-07-20,Thursday,20,52,42,44,49,promotion
4219,2017-07-21,Friday,13,52,77,51,30,promotion
4220,2017-07-22,Saturday,45,15,64,36,15,none
4221,2017-07-23,Sunday,11,6,91,56,51,promotion
4222,2017-07-24,Monday,10,32,75,53,85,promotion
4223,2017-07-25,Tuesday,29,48,101,27,24,promotion
4224,2017-07-26,Wednesday,47,17,38,16,36,none
4225,2017-07-27,Thursday,32,1,97,42,77,promotion
4226,2017-07-28,Friday,24,48,6,50,44,none
4227,2017-07-29,Saturday,14,59,58,26,54,promotion
4228,2017-07-30,Sunday,6,47,58,10,30,none
4229,2017-07-31,Monday,46,23,74,44,3,none
4230,2017-08-01,Tuesday,41,19,91,66,50,promotion
4231,2017-08-02,Wednesday,8,36,44,42,71,promotion
4232,2017-08-03,Thursday,42,29,39,18,57,none
4233,2017-08-04,Friday,47,12,89,37,50,promotion
4234,2017-08-05,Saturday,17,39,5,32,62,none
4235,2017-08-06,Sunday,40,10,75,9,46,none
4236,2017-08-07,Monday,36,2,95,48,52,promotion
4237,2017-08-08,Tuesday,43,16,90,62,31,promotion
4238,2017-08-09,Wednesday,29,36,54,52,52,promotion
4239,2017-08-10,Thursday,18,21,48,70,39,none
4240,2017-08-11,Friday,38,27,33,66,5,none
4241,2017-08-12,Saturday,2,45,28,9,34,none
4242,2017-08-13,Sunday,18,13,90,3,29,none
4243,2017-08-14,Monday,31,48,28,20,63,none
4244,2017-08-15,Tuesday,35,42,3,57,89,promotion
4245,2017-08-16,Wednesday,4,43,63,22,42,none
4246,2017-08-17,Thursday,34,16,62,48,56,promotion
4247,2017-08-18,Friday,44,53,15,49,68,promotion
4248,2017-08-19,Saturday,26,6,108,74,18,promotion
4249,2017-08-20,Sunday,2,22,66,71,46,promotion
4250,2017-08-21,Monday,35,29,2,33,6,none
4251,2017-08-22,Tuesday,40,39,9,66,98,promotion
4252,2017-08-23,Wednesday,41,8,104,44,75,promotion
4253,2017-08-24,Thursday,19,20,57,52,1,none
4254,2017-08-25,Friday,42,7,55,29,34,none
4255,2017-08-26,Saturday,22,13,28,71,83,promotion
4256,2017-08-27,Sunday,48,10,61,65,67,promotion
4257,2017-08-28,Monday,29,27,58,58,4,none
4258,2017-08-29,Tuesday,2,21,9,54,20,none
4259,2017-08-30,Wednesday,42,39,22,21,92,promotion
4260,2017-08-31,Thursday,39,37,2,62,19,none
4261,2017-09-01,Friday,13,55,62,66,41,promotion
4262,2017-09-02,Saturday,16,32,5,58,92,promotion
4263,2017-09-03,Sunday,29,42,18,19,59,none
4264,2017-09-04,Monday,26,21,4,34,5,none
4265,2017-09-05,Tuesday,23,17,31,67,13,none
4266,2017-09-06,Wednesday,28,33,45,2,18,none
4267,2017-09-07,Thursday,14,28,51,5,22,none
4268,2017-09-08,Friday,34,13,88,36,52,promotion
4269,2017-09-09,Saturday,15,32,81,4,95,promotion
4270,2017-09-10,Sunday,9,48,90,12,11,none
4271,2017-09-11,Monday,5,52,92,54,58,promotion
4272,2017-09-12,Tuesday,47,39,16,42,42,none
4273,2017-09-13,Wednesday,22,37,25,31,61,none
4274,2017-09-14,Thursday,46,50,2,15,21,none
4275,2017-09-15,Friday,29,24,116,15,86,promotion
4276,2017-09-16,Saturday,23,19,53,49,73,promotion
4277,2017-09-17,Sunday,15,27,11,8,51,none
4278,2017-09-18,Monday,1,52,74,55,18,none
4279,2017-09-19,Tuesday,38,49,46,67,6,promotion
4280,2017-09-20,Wednesday,10,14,74,13,15,none
4281,2017-09-21,Thursday,34,54,2,55,37,none
4282,2017-09-22,Friday,41,31,75,45,82,promotion
4283,2017-09-23,Saturday,41,56,42,47,24,promotion
4284,2017-09-24,Sunday,8,53,107,69,56,promotion
4285,2017-09-25,Monday,27,16,30,28,23,none
4286,2017-09-26,Tuesday,30,3,83,32,94,promotion
4287,2017-09-27,Wednesday,18,12,77,45,18,none
4288,2017-09-28,Thursday,11,5,65,1,84,none
4289,2017-09-29,Friday,44,8,60,11,8,none
4290,2017-09-30,Saturday,34,18,94,74,2,promotion
4291,2017-10-01,Sunday,2,20,67,23,48,none
4292,2017-10-02,Monday,39,1,70,58,87,promotion
4293,2017-10-03,Tuesday,20,29,17,7,10,none
4294,2017-10-04,Wednesday,30,37,15,53,9,none
4295,2017-10-05,Thursday,7,56,11,37,84,none
4296,2017-10-06,Friday,6,40,5,72,64,none
4297,2017-10-07,Saturday,5,47,63,44,26,none
4298,2017-10-08,Sunday,3,59,7,3,52,none
4299,2017-10-09,Monday,41,16,109,6,86,promotion
4300,2017-10-10,Tuesday,41,35,24,41,27,none
4301,2017-10-11,Wednesday,17,7,86,50,12,none
4302,2017-10-12,Thursday,8,46,5,12,15,none
4303,2017-10-13,Friday,41,36,56,64,30,promotion
4304,2017-10-14,Saturday,25,54,105,11,51,promotion
4305,2017-10-15,Sunday,24,9,2,11,45,none
4306,2017-10-16,Monday,23,14,80,41,83,promotion
4307,2017-10-17,Tuesday,42,16,78,36,95,promotion
4308,2017-10-18,Wednesday,7,16,44,13,98,none
4309,2017-10-19,Thursday,15,51,115,42,21,promotion
4310,2017-10-20,Friday,40,45,42,56,35,promotion
4311,2017-10-21,Saturday,25,28,49,36,35,none
4312,2017-10-22,Sunday,32,20,95,17,31,none
4313,2017-10-23,Monday,21,1,105,1,48,none
4314,2017-10-24,Tuesday,19,11,100,29,62,promotion
4315,2017-10-25,Wednesday,36,11,78,49,86,promotion
4316,2017-10-26,Thursday,33,54,92,24,6,promotion
4317,2017-10-27,Friday,21,47,40,39,72,promotion
4318,2017-10-28,Saturday,25,33,77,35,65,promotion
4319,2017-10-29,Sunday,33,5,42,2,98,none
4320,2017-10-30,Monday,28,4,7,59,45,none
4321,2017-10-31,Tuesday,45,41,41,57,9,none
4322,2017-11-01,Wednesday,37,10,18,47,69,none
4323,2017-11-02,Thursday,19,56,38,4,42,none
4324,2017-11-03,Friday,23,1,3,41,22,none
4325,2017-11-04,Saturday,35,36,61,13,19,none
4326,2017-11-05,Sunday,32,29,107,22,98,promotion
4327,2017-11-06,Monday,19,31,68,65,36,promotion
4328,2017-11-07,Tuesday,15,58,45,60,24,promotion
4329,2017-11-08,Wednesday,8,18,43,20,96,none
4330,2017-11-09,Thursday,12,6,77,46,86,promotion
4331,2017-11-10,Friday,11,34,89,1,43,none
4332,2017-11-11,Saturday,39,55,111,19,46,promotion
4333,2017-11-12,Sunday,42,44,78,64,81,promotion
4334,2017-11-13,Monday,23,46,4,56,61,none
4335,2017-11-14,Tuesday,1,6,42,26,89,none
4336,2017-11-15,Wednesday,35,25,83,50,95,promotion
4337,2017-11-16,Thursday,18,48,117,6,56,promotion
4338,2017-11-17,Friday,43,22,86,9,77,promotion
4339,2017-11-18,Saturday,7,14,104,67,51,promotion
4340,2017-11-19,Sunday,4,24,102,72,69,promotion
4341,2017-11-20,Monday,41,35,60,59,26,promotion
4342,2017-11-21,Tuesday,28,30,92,34,24,promotion
4343,2017-11-22,Wednesday,13,12,14,23,14,none
4344,2017-11-23,Thursday,40,12,24,10,5,none
4345,2017-11-24,Friday,22,22,117,55,92,promotion
4346,2017-11-25,Saturday,26,28,79,70,49,promotion
4347,2017-11-26,Sunday,1,59,82,72,55,promotion
4348,2017-11-27,Monday,44,46,89,10,48,promotion
4349,2017-11-28,Tuesday,35,44,99,2,43,promotion
4350,2017-11-29,Wednesday,2,3,15,38,52,none
4351,2017-11-30,Thursday,49,42,5,57,51,promotion
4352,2017-12-01,Friday,44,8,31,62,64,promotion
4353,2017-12-02,Saturday,38,16,93,55,54,promotion
4354,2017-12-03,Sunday,47,1,54,32,74,promotion
4355,2017-12-04,Monday,44,31,99,69,25,promotion
4356,2017-12-05,Tuesday,26,48,82,73,45,promotion
4357,2017-12-06,Wednesday,24,43,34,1,40,none
4358,2017-12-07,Thursday,43,39,75,12,72,promotion
4359,2017-12-08,Friday,5,50,35,18,40,none
4360,2017-12-09,Saturday,8,13,63,42,3,none
4361,2017-12-10,Sunday,30,17,58,40,23,none
4362,2017-12-11,Monday,2,30,22,54,20,none
4363,2017-12-12,Tuesday,24,24,82,12,86,promotion
4364,2017-12-13,Wednesday,24,8,69,34,85,promotion
4365,2017-12-14,Thursday,25,47,15,62,81,promotion
4366,2017-12-15,Friday,26,5,97,38,16,none
4367,2017-12-16,Saturday,6,32,101,48,99,promotion
4368,2017-12-17,Sunday,23,33,108,18,67,promotion
4369,2017-12-18,Monday,17,4,25,39,77,none
4370,2017-12-19,Tuesday,32,38,97,71,59,promotion
4371,2017-12-20,Wednesday,49,15,75,43,24,promotion
4372,2017-12-21,Thursday,1,3,63,41,13,none
4373,2017-12-22,Friday,4,17,5,3,36,none
4374,2017-12-23,Saturday,34,32,111,37,63,promotion
4375,2017-12-24,Sunday,32,52,1,19,77,none
4376,2017-12-25,Monday,7,24,81,67,36,promotion
4377,2017-12-26,Tuesday,1,26,35,2,43,none
4378,2017-12-27,Wednesday,9,28,82,19,60,none
4379,2017-12-28,Thursday,25,30,100,3,92,promotion
4380,2017-12-29,Friday,7,24,73,21,36,none
4381,2017-12-30,Saturday,12,13,94,28,58,promotion
4382,2017-12-31,Sunday,5,38,14,59,85,promotion
4383,2018-01-01,Monday,38,41,28,74,51,promotion
4384,2018-01-02,Tuesday,8,40,74,52,43,promotion
4385,2018-01-03,Wednesday,26,51,50,73,48,promotion
4386,2018-01-04,Thursday,43,13,54,27,93,promotion
4387,2018-01-05,Friday,6,58,38,69,74,promotion
4388,2018-01-06,Saturday,38,36,54,36,45,promotion
4389,2018-01-07,Sunday,5,1,102,10,29,none
4390,2018-01-08,Monday,43,31,53,11,44,none
4391,2018-01-09,Tuesday,13,18,22,25,59,none
4392,2018-01-10,Wednesday,17,51,22,42,94,promotion
4393,2018-01-11,Thursday,6,56,45,27,45,none
4394,2018-01-12,Friday,14,29,119,36,87,promotion
4395,2018-01-13,Saturday,12,49,44,21,93,promotion
4396,2018-01-14,Sunday,23,10,36,42,45,none
4397,2018-01-15,Monday,43,3,105,68,52,promotion
4398,2018-01-16,Tuesday,40,36,29,32,29,none
4399,2018-01-17,Wednesday,1,11,110,31,36,none
4400,2018-01-18,Thursday,25,29,75,58,7,none
4401,2018-01-19,Friday,49,42,89,70,42,promotion
4402,2018-01-20,Saturday,28,3,27,23,39,none
4403,2018-01-21,Sunday,31,9,5,55,45,none
4404,2018-01-22,Monday,25,45,66,57,52,promotion
4405,2018-01-23,Tuesday,29,17,26,56,37,none
4406,2018-01-24,Wednesday,25,27,25,6,1,none
4407,2018-01-25,Thursday,31,19,60,56,65,promotion
4408,2018-01-26,Friday,47,37,47,46,58,promotion
4409,2018-01-27,Saturday,33,21,37,45,16,none
4410,2018-01-28,Sunday,47,43,103,49,5,promotion
4411,2018-01-29,Monday,36,14,83,45,48,promotion
4412,2018-01-30,Tuesday,23,14,43,73,59,promotion
